ID,PC1,PC2,Sex,Assay,Date,DaysSinceMay15,Time,Temp,Humidity,Observer,DaysSinceEmerge
501,-0.265934709,-0.815525198,M,2,5/28/2021,13,946,22.9,67,AMR,5
593,-0.192441729,-0.810861666,M,2,5/28/2021,13,948,22.9,67,AMR,3
582,0.047949244,-0.612349147,M,2,5/28/2021,13,949,22.9,67,AMR,3
508,2.383791122,0.617295166,M,2,5/28/2021,13,951,22.8,67,AMR,5
566,-0.080909868,-0.719114341,M,2,5/28/2021,13,955,22.8,67,AMR,3
527,0.227004925,-0.742490405,M,2,5/28/2021,13,957,22.7,67,AMR,5
531,-0.35536399,-0.711012963,M,2,5/28/2021,13,960,22.7,67,AMR,5
546,0.843183027,0.139468445,M,2,5/28/2021,13,962,22.6,67,AMR,4
576,-0.222715139,-0.817422133,M,2,5/28/2021,13,966,22.6,67,AMR,3
630,-0.064471923,-0.713042916,M,2,5/28/2021,13,967,22.6,67,AMR,5
574,1.508641295,-0.295806639,M,2,5/28/2021,13,970,22.6,67,AMR,3
524,0.129613055,-0.797384709,M,2,5/28/2021,13,975,22.5,69,AMR,5
502,-0.310150992,-0.780055474,M,2,5/28/2021,13,977,22.5,69,AMR,5
518,-0.574682476,0.604273396,M,2,5/28/2021,13,978,22.5,69,AMR,5
564,-0.556730494,-0.428025633,M,2,5/28/2021,13,982,22.5,69,AMR,3
592,-0.267724446,-0.405429242,M,2,5/28/2021,13,984,22.5,69,AMR,3
579,-0.376480981,-0.512856468,M,2,5/28/2021,13,1021,21.8,69,AMR,3
537,-0.20070227,-0.742565016,M,2,5/28/2021,13,1022,21.8,68,AMR,5
594,0.197233158,-0.633803681,M,2,5/28/2021,13,1025,21.8,68,AMR,3
572,0.442112631,-0.454335124,M,2,5/28/2021,13,1027,21.8,68,AMR,3
591,-0.352373847,-0.811731327,M,2,5/28/2021,13,1030,21.8,68,AMR,3
541,-0.065468637,-0.679470128,M,2,5/28/2021,13,1031,21.8,68,AMR,5
571,-0.033506324,-0.776419217,M,2,5/28/2021,13,1032,21.8,68,AMR,3
536,-1.635281932,1.692196387,M,2,5/28/2021,13,1034,21.8,68,AMR,5
548,-0.28644922,-0.808707913,M,2,5/28/2021,13,1039,21.8,67,AMR,4
533,-0.056813861,-0.590000357,M,2,5/28/2021,13,1040,21.8,67,AMR,5
514,-0.370697813,-0.793176407,M,2,5/28/2021,13,1042,21.8,67,AMR,5
525,-0.423884525,-0.455551591,M,2,5/28/2021,13,1043,21.8,67,AMR,5
588,0.491509603,-0.578785577,M,2,5/28/2021,13,1044,21.8,67,AMR,3
517,-0.221335316,-0.265239655,M,2,5/28/2021,13,1047,21.8,67,AMR,5
554,-1.903372659,2.084616302,M,2,5/28/2021,13,1058,21.8,67,AMR,4
507,0.898594877,-0.52937445,M,2,5/28/2021,13,1064,21.8,66,AMR,5
553,1.451641377,0.169959411,M,2,5/28/2021,13,1072,21.7,66,AMR,4
567,-0.285058271,-0.684514279,M,2,5/28/2021,13,1077,21.7,66,AMR,3
510,-0.571472964,-0.273539444,M,2,5/28/2021,13,1079,21.6,65,AMR,5
504,-0.361738511,-0.667342657,M,2,5/28/2021,13,1081,21.6,65,AMR,5
570,-0.354170158,-0.66570254,M,2,5/28/2021,13,1082,21.6,65,AMR,3
563,-0.477358064,-0.318212429,M,2,5/28/2021,13,1084,21.5,65,AMR,3
559,-0.109595211,-0.522597962,M,2,5/28/2021,13,1086,21.5,65,AMR,4
500,0.191134338,0.038141122,M,2,5/28/2021,13,1129,20.5,64,AMR,5
650,-0.309756757,-0.622289052,M,2,5/28/2021,13,1133,20.5,64,AMR,5
673,-0.314532084,-0.803530744,M,2,5/28/2021,13,1134,20.5,64,AMR,4
586,-1.903372659,2.084616302,M,2,5/28/2021,13,1135,20.5,64,AMR,3
520,0.364429103,-0.667657883,M,2,5/28/2021,13,1141,20.5,64,AMR,5
583,1.980475064,-0.452604195,M,2,5/28/2021,13,1144,20.5,63,AMR,3
580,-1.516378837,1.706700618,M,2,5/28/2021,13,1151,20.5,63,AMR,3
569,-1.825695705,2.033871892,M,2,5/28/2021,13,1157,20.5,62,AMR,3
544,-0.386634115,-0.684000642,M,2,5/28/2021,13,1162,20.5,62,AMR,5
555,-0.205882958,-0.653584286,M,2,5/28/2021,13,1164,20.4,62,AMR,4
506,-0.14832628,-0.539744989,M,2,5/28/2021,13,1168,20.4,62,AMR,5
575,1.980475064,-0.452604195,M,2,5/28/2021,13,1169,20.4,62,AMR,3
512,0.933751024,-0.384091523,M,2,5/28/2021,13,1176,20.4,62,AMR,5
534,-0.265934709,-0.815525198,M,2,5/28/2021,13,1180,20.3,61,AMR,5
565,-0.412329315,-0.588202627,M,2,5/28/2021,13,1182,20.3,61,AMR,3
577,0.04237432,-0.68113484,M,2,5/28/2021,13,1183,20.2,61,AMR,3
578,-1.903372659,2.084616302,M,2,5/28/2021,13,1185,20.2,61,AMR,3
535,0.401274152,-0.625884512,M,2,5/28/2021,13,1191,20.2,61,AMR,5
522,-0.414423579,-0.21447065,M,2,5/28/2021,13,1195,20.2,61,AMR,5
542,-0.773836181,0.043020675,M,2,5/28/2021,13,1197,20.1,61,AMR,5
556,-0.499568051,-0.471952758,M,2,5/28/2021,13,1204,20.1,61,AMR,4
587,-0.672457455,-0.036376174,M,2,5/28/2021,13,1205,20.1,60,AMR,3
546,-0.53183489,-0.411367648,M,3,6/2/2021,18,1018,20.2,76,AMR,9
99,1.037911649,-0.215101103,M,5,6/2/2021,18,1020,20.3,75,AMR,15
137,0.110901427,-0.672529043,M,5,6/2/2021,18,1025,20.4,75,AMR,15
107,-0.243032533,-0.731721637,M,5,6/2/2021,18,1035,20.5,75,AMR,15
593,-1.449755448,1.903854434,M,3,6/2/2021,18,1038,20.5,75,AMR,8
522,-0.194632275,-0.822599301,M,3,6/2/2021,18,1043,20.6,74,AMR,10
594,-0.109398094,-0.443714751,M,3,6/2/2021,18,1044,20.7,74,AMR,8
146,1.980475064,-0.452604195,M,5,6/2/2021,18,1046,20.6,74,AMR,15
572,-0.223823815,-0.049274101,M,3,6/2/2021,18,1051,20.7,74,AMR,8
520,-0.268125255,-0.827262833,M,3,6/2/2021,18,1057,20.6,74,AMR,10
576,-0.245420197,-0.822342483,M,3,6/2/2021,18,1058,20.6,74,AMR,8
570,0.478258918,-0.606692155,M,3,6/2/2021,18,1059,20.6,74,AMR,8
540,-0.232474038,-0.830799884,M,3,6/2/2021,18,1061,20.6,74,AMR,10
501,-0.284258674,-0.796970278,M,3,6/2/2021,18,1062,20.6,74,AMR,10
574,1.070476441,-0.503389402,M,3,6/2/2021,18,1064,20.6,74,AMR,8
630,-0.094745333,-0.719603383,M,3,6/2/2021,18,1068,20.6,74,AMR,10
128,-0.198511723,-0.730827381,M,5,6/2/2021,18,1069,20.6,74,AMR,15
506,-0.141456689,-0.732235274,M,3,6/2/2021,18,1070,20.6,74,AMR,10
673,-1.009265834,0.532621902,M,3,6/2/2021,18,1071,20.6,74,AMR,9
533,-0.336887411,1.061270702,M,3,6/2/2021,18,1074,20.6,74,AMR,10
559,0.09515567,-0.748537235,M,3,6/2/2021,18,1080,20.5,74,AMR,9
500,-0.311344824,-0.825365897,M,3,6/2/2021,18,1086,20.5,74,AMR,10
575,-0.35078578,-0.608654482,M,3,6/2/2021,18,1086,20.5,74,AMR,8
115,-0.25617581,-0.802147446,M,5,6/2/2021,18,1087,20.5,74,AMR,15
507,0.975472235,-0.467662861,M,3,6/2/2021,18,1088,20.5,74,AMR,10
508,-0.364424128,-0.530260313,M,3,6/2/2021,18,1092,20.5,74,AMR,10
580,-0.02256472,-0.289742199,M,3,6/2/2021,18,1093,20.5,74,AMR,8
135,1.980475064,-0.452604195,M,4,6/2/2021,18,1096,20.5,74,AMR,15
502,-0.678032379,-0.105161866,M,3,6/2/2021,18,1102,20.5,75,AMR,10
